date,tmax,tmin,tmed
03/1943,16.1,7.8,11.95
04/1943,21.5,11.9,16.7
05/1943,24.5,12.3,18.4
06/1943,30.9,15.3,23.1
07/1943,28.7,15.6,22.15
08/1943,32.8,17.9,25.35
09/1943,24.8,13.5,19.15
10/1943,20.9,12.3,16.6
11/1943,15.5,6.8,11.15
12/1943,12.4,5.7,9.05
01/1944,14.4,5.6,10
02/1944,13.7,4.4,9.05
03/1944,17.4,7.2,12.3
04/1944,20.4,10.9,15.65
05/1944,25.2,12.6,18.9
06/1944,27.6,15.7,21.65
07/1944,30.4,15.4,22.9
08/1944,29.7,16.5,23.1
09/1944,28,15.4,21.7
10/1944,19.3,10.4,14.85
11/1944,16.3,8.5,12.4
12/1944,12.2,5,8.6
01/1945,9.1,2.6,5.85
02/1945,16.2,7,11.6
03/1945,20.7,8.7,14.7
04/1945,24.4,12.7,18.55
05/1945,22.6,11.6,17.1
06/1945,29.1,15.4,22.25
07/1945,30.4,15.1,22.75
08/1945,28.5,14.7,21.6
09/1945,29.3,15.2,22.25
10/1945,24.1,14.4,19.25
11/1945,17.6,11.2,14.4
12/1945,14.2,7.4,10.8
01/1946,11.4,5.1,8.25
02/1946,15.3,7.1,11.2
03/1946,15,7.4,11.2
04/1946,17,9,13
05/1946,16.8,9.5,13.15
06/1946,26.4,13.2,19.8
07/1946,32.8,16.8,24.8
08/1946,29.1,15,22.05
09/1946,27.7,15,21.35
10/1946,21.9,13.6,17.75
11/1946,16.3,9.1,12.7
12/1946,12.2,5.7,8.95
01/1947,11.3,4.7,8
02/1947,12,7.2,9.6
03/1947,15.4,8.9,12.15
04/1947,21.5,10.8,16.15
05/1947,21.8,11.1,16.45
06/1947,27.5,13.8,20.65
07/1947,31.2,15.6,23.4
08/1947,29.9,17.2,23.55
09/1947,26.9,15.7,21.3
10/1947,23,14.5,18.75
11/1947,20.3,12,16.15
12/1947,12.6,5.2,8.9
01/1948,13.2,7.3,10.25
02/1948,15.5,8,11.75
03/1948,20,10.2,15.1
04/1948,17.8,8.3,13.05
05/1948,19.4,10.4,14.9
06/1948,28.7,15,21.85
07/1948,30.5,15.3,22.9
08/1948,29.9,15.9,22.9
09/1948,29.6,16.2,22.9
10/1948,22.6,13.5,18.05
11/1948,20.3,10.9,15.6
12/1948,14.5,8.2,11.35
01/1949,14.5,6.2,10.35
02/1949,17,7.9,12.45
03/1949,16.6,7.9,12.25
04/1949,22.4,11.5,16.95
05/1949,21.7,10.9,16.3
06/1949,27.9,14.7,21.3
07/1949,32.3,17.8,25.05
08/1949,32.9,18.5,25.7
09/1949,24.9,15.8,20.35
10/1949,23.2,13.5,18.35
11/1949,17.1,9.9,13.5
12/1949,12.7,6.6,9.65
01/1950,12.3,5.5,8.9
02/1950,14.5,6.7,10.6
03/1950,16.7,7.9,12.3
04/1950,19.5,8.9,14.2
05/1950,20.9,10.9,15.9
06/1950,26.4,14.3,20.35
07/1950,30.7,16.2,23.45
08/1950,29.7,15.4,22.55
09/1950,28.1,14.3,21.2
10/1950,22.6,13,17.8
11/1950,18.2,10.6,14.4
12/1950,11.4,5.1,8.25
01/1951,12.3,5.7,9
02/1951,11.6,5.8,8.7
03/1951,15.4,7.4,11.4
04/1951,18.4,8.6,13.5
05/1951,18.3,9.5,13.9
06/1951,27.3,14,20.65
07/1951,29,15.7,22.35
08/1951,28.3,15.2,21.75
09/1951,27.5,15.5,21.5
10/1951,20.3,11.9,16.1
11/1951,14.6,8.7,11.65
12/1951,13.6,7.6,10.6
01/1952,10.7,3.5,7.1
02/1952,13.5,6,9.75
03/1952,17.8,9.3,13.55
04/1952,17.8,8.9,13.35
05/1952,21.2,11.7,16.45
06/1952,25.9,15.2,20.55
07/1952,29.7,16.1,22.9
08/1952,27.9,15.1,21.5
09/1952,24.6,13.8,19.2
10/1952,21.2,12.7,16.95
11/1952,16.8,8.8,12.8
12/1952,13.1,6.6,9.85
01/1953,12,4.8,8.4
02/1953,13.5,5.7,9.6
03/1953,16.7,7.5,12.1
04/1953,18.2,9.5,13.85
05/1953,25.7,13.3,19.5
06/1953,25.3,12.8,19.05
07/1953,30.5,15.8,23.15
08/1953,32.4,17.5,24.95
09/1953,27.7,16.5,22.1
10/1953,20.5,12.7,16.6
11/1953,18,10.3,14.15
12/1953,14.3,8.6,11.45
01/1954,10,3.6,6.8
02/1954,11.7,4.6,8.15
03/1954,14.1,7.1,10.6
04/1954,18,8.5,13.25
05/1954,23.1,11.6,17.35
06/1954,25.3,12.6,18.95
07/1954,31.6,16,23.8
08/1954,27.9,15.2,21.55
09/1954,27.5,14.5,21
10/1954,24.8,14.7,19.75
11/1954,17.3,10.9,14.1
12/1954,13.9,6.8,10.35
01/1955,13.7,9.4,11.55
02/1955,13.5,6.7,10.1
03/1955,14.2,7,10.6
04/1955,21.4,11.3,16.35
05/1955,24.5,12.8,18.65
06/1955,26.9,14.6,20.75
07/1955,29.2,15,22.1
08/1955,30.8,16.9,23.85
09/1955,28.6,16.3,22.45
10/1955,22.3,13.7,18
11/1955,16.1,9.9,13
12/1955,14.5,8.4,11.45
01/1956,12.5,7,9.75
02/1956,9,1.1,5.05
03/1956,14.9,7.3,11.1
04/1956,16.6,9.1,12.85
05/1956,22.2,12.2,17.2
06/1956,26.6,14.5,20.55
07/1956,28.6,15.4,22
08/1956,27.8,15.2,21.5
09/1956,24.4,14,19.2
10/1956,22.1,13.7,17.9
11/1956,14.6,6.6,10.6
12/1956,13.5,5.4,9.45
01/1957,11.6,4.1,7.85
02/1957,13.7,7.2,10.45
03/1957,17.1,9.2,13.15
04/1957,17.9,8.7,13.3
05/1957,20.8,10.9,15.85
06/1957,24.7,13.6,19.15
07/1957,31.1,17.2,24.15
08/1957,31,16.7,23.85
09/1957,28.4,16.9,22.65
10/1957,21.8,12.2,17
11/1957,16,8.3,12.15
12/1957,11.5,4.7,8.1
01/1958,12,6,9
02/1958,15,8.5,11.75
03/1958,15.3,7.8,11.55
04/1958,18.5,8.5,13.5
05/1958,22.7,11.8,17.25
06/1958,24.7,13.5,19.1
07/1958,29.3,15.1,22.2
08/1958,29.1,16.1,22.6
09/1958,27.2,15.1,21.15
10/1958,23,13,18
11/1958,17.6,8.8,13.2
12/1958,13.2,7.7,10.45
01/1959,13.1,8,10.55
02/1959,13.4,6.3,9.85
03/1959,14.4,7.9,11.15
04/1959,17.5,9.4,13.45
05/1959,20.6,11.8,16.2
06/1959,26.7,13.9,20.3
07/1959,30.9,16.5,23.7
08/1959,29.6,16.6,23.1
09/1959,25.9,15.8,20.85
10/1959,20.6,12.7,16.65
11/1959,15.5,8.7,12.1
12/1959,12.2,6.9,9.55
01/1960,12.2,6.1,9.15
02/1960,13.6,7.3,10.45
03/1960,15.2,8.4,11.8
04/1960,19.5,10.1,14.8
05/1960,21.9,11.9,16.9
06/1960,27.4,14.5,20.95
07/1960,29.2,15.8,22.5
08/1960,27.9,14.9,21.4
09/1960,27,15.5,21.25
10/1960,18.2,11.3,14.75
11/1960,15,10.2,12.6
12/1960,11.4,5.8,8.6
01/1961,11.1,5.4,8.25
02/1961,16.8,8.1,12.45
03/1961,20.2,10.2,15.2
04/1961,18.3,10.1,14.2
05/1961,24.4,13.4,18.9
06/1961,26.8,14.7,20.75
07/1961,30.5,16.5,23.5
08/1961,33.1,19,26.05
09/1961,27.5,15.7,21.6
10/1961,20,11.8,15.9
11/1961,15.2,8.9,12.05
12/1961,14,8.1,11.05
01/1962,12.9,6.5,9.7
02/1962,14.4,5.5,9.95
03/1962,14,8.1,11.05
04/1962,18.8,9.5,14.15
05/1962,22.7,11,16.85
06/1962,27.9,15.3,21.6
07/1962,29.6,15.1,22.35
08/1962,32,17,24.5
09/1962,28.1,15.6,21.85
10/1962,22.5,14.6,18.55
11/1962,13.9,7,10.45
12/1962,12.3,5.7,9
01/1963,11.6,6.6,9.1
02/1963,11,5.6,8.3
03/1963,14.7,7.9,11.3
04/1963,18.3,9.7,14
05/1963,22.7,11.4,17.05
06/1963,24.9,13.3,19.1
07/1963,30.3,15.9,23.1
08/1963,28.8,15,21.9
09/1963,25.9,14.3,20.1
10/1963,25.2,14,19.6
11/1963,15.5,10.3,12.9
12/1963,11.8,6.1,8.95
01/1964,13.1,5.9,9.5
02/1964,13.8,7.6,10.7
03/1964,13.8,7.6,10.7
04/1964,18.7,8.6,13.65
05/1964,25.9,12.8,19.35
06/1964,26.9,15,20.95
07/1964,29.7,15.3,22.5
08/1964,30.8,17,23.9
09/1964,29,17.7,23.35
10/1964,21.5,12,16.75
11/1964,17.1,9.4,13.25
12/1964,11.9,4.4,8.15
01/1965,12,5.3,8.65
02/1965,12.2,4.8,8.5
03/1965,16,8.3,12.15
04/1965,20.1,9.5,14.8
05/1965,26.1,13.4,19.75
06/1965,27.7,14.2,20.95
07/1965,27.6,13.8,20.7
08/1965,30.9,16.7,23.8
09/1965,24.4,13.9,19.15
10/1965,20,14.1,17.05
11/1965,14.2,8.8,11.5
12/1965,12.7,7.7,10.2
01/1966,13.8,9.2,11.5
02/1966,14,8,11
03/1966,17.3,7.9,12.6
04/1966,17.9,9.9,13.9
05/1966,24.7,12.4,18.55
06/1966,25.5,14.4,19.95
07/1966,30.1,15.8,22.95
08/1966,29.4,15.7,22.55
09/1966,29,17.3,23.15
10/1966,18.5,11.8,15.15
11/1966,13.6,6.8,10.2
12/1966,13.3,6.2,9.75
01/1967,13,5.7,9.35
02/1967,14.5,7.2,10.85
03/1967,18.1,10,14.05
04/1967,18.5,8.9,13.7
05/1967,19.8,9.9,14.85
06/1967,26.7,15,20.85
07/1967,30.3,15.1,22.7
08/1967,29.4,15.3,22.35
09/1967,26,14.9,20.45
10/1967,22.4,12.9,17.65
11/1967,14.8,8.8,11.8
12/1967,11.9,4.9,8.4
01/1968,14,5.2,9.6
02/1968,12.7,6.9,9.8
03/1968,14.7,7.2,10.95
04/1968,16.6,8.6,12.6
05/1968,21.8,11.2,16.5
06/1968,27.9,13.9,20.9
07/1968,30,16.3,23.15
08/1968,29.4,16.2,22.8
09/1968,25.6,14.7,20.15
10/1968,25.1,15.4,20.25
11/1968,16.1,9.8,12.95
12/1968,11.9,6,8.95
01/1969,12.8,6.8,9.8
02/1969,11.4,5.5,8.45
03/1969,14.2,7.8,11
04/1969,17.2,8.4,12.8
05/1969,19.4,10.4,14.9
06/1969,24.4,13.6,19
07/1969,32.9,17.7,25.3
08/1969,30.6,16.8,23.7
09/1969,22.8,13.6,18.2
10/1969,20.9,13.3,17.1
11/1969,14.7,7.9,11.3
12/1969,11.5,5.2,8.35
01/1970,12.5,7.9,10.2
02/1970,13.6,5.7,9.65
03/1970,14.4,6,10.2
04/1970,19.3,8.6,13.95
05/1970,22.5,12.2,17.35
06/1970,23.6,13.1,18.35
07/1970,30.4,16.4,23.4
08/1970,28.9,15,21.95
09/1970,29.2,16,22.6
10/1970,22.9,12.4,17.65
11/1970,19.5,10.8,15.15
12/1970,11.2,2.8,7
01/1971,11.2,5.4,8.3
02/1971,15.3,6.4,10.85
03/1971,14,5.3,9.65
04/1971,15.9,8.6,12.25
05/1971,17.7,9.4,13.55
06/1971,23,12.5,17.75
07/1971,28.9,16,22.45
08/1971,27.6,14.4,21
09/1971,27.9,15.4,21.65
10/1971,25.2,14.7,19.95
11/1971,15.6,6.6,11.1
12/1971,13.9,6.5,10.2
01/1972,11.1,4.3,7.7
02/1972,12.2,6.2,9.2
03/1972,13.7,6.6,10.15
04/1972,18.8,8.7,13.75
05/1972,20.7,9,14.85
06/1972,23.8,10.7,17.25
07/1972,28.3,15.4,21.85
08/1972,28.6,15.7,22.15
09/1972,23.6,13.9,18.75
10/1972,19,11.8,15.4
11/1972,15.5,9.6,12.55
12/1972,12.5,6.5,9.5
01/1973,12.3,5,8.65
02/1973,13,5.1,9.05
03/1973,15.4,6.8,11.1
04/1973,19.8,9.2,14.5
05/1973,21.6,11.3,16.45
06/1973,27,14.6,20.8
07/1973,28.3,14.9,21.6
08/1973,32.2,16.7,24.45
09/1973,25.9,15,20.45
10/1973,21.3,12.6,16.95
11/1973,17.9,9.7,13.8
12/1973,12.6,4.8,8.7
01/1974,13.7,7.5,10.6
02/1974,13.1,5.8,9.45
03/1974,14.4,6.6,10.5
04/1974,15.6,7.8,11.7
05/1974,22.4,11.3,16.85
06/1974,25.4,13.9,19.65
07/1974,32.8,17.6,25.2
08/1974,30.6,15.8,23.2
09/1974,25.7,13.1,19.4
10/1974,19.8,9.4,14.6
11/1974,17.2,9,13.1
12/1974,15.8,6.9,11.35
01/1975,14.1,6.8,10.45
02/1975,14.3,7.8,11.05
03/1975,13.7,6.1,9.9
04/1975,18.3,8.2,13.25
05/1975,19.6,10.3,14.95
06/1975,25.3,13.2,19.25
07/1975,30.3,14.8,22.55
08/1975,31.1,16.8,23.95
09/1975,24.8,13.8,19.3
10/1975,22.5,12.7,17.6
11/1975,17.4,9.1,13.25
12/1975,11.7,4.7,8.2
01/1976,14.8,5.3,10.05
02/1976,14.3,7.1,10.7
03/1976,16.8,7.7,12.25
04/1976,15.6,7.7,11.65
05/1976,22.4,10.8,16.6
06/1976,30.9,15.6,23.25
07/1976,30.7,15.7,23.2
08/1976,29.7,16.9,23.3
09/1976,24.7,13.8,19.25
10/1976,18.4,10.9,14.65
11/1976,14.7,6.6,10.65
12/1976,13,7.9,10.45
01/1977,11.8,6.4,9.1
02/1977,13.3,7.7,10.5
03/1977,16.8,8.3,12.55
04/1977,19.6,9.2,14.4
05/1977,20.6,9.6,15.1
06/1977,23.7,11.5,17.6
07/1977,26.9,14,20.45
08/1977,27.2,14.3,20.75
09/1977,30,16.5,23.25
10/1977,21.4,12.6,17
11/1977,15.7,8.6,12.15
12/1977,14.7,9.1,11.9
01/1978,11.8,6.1,8.95
02/1978,13.7,7.3,10.5
03/1978,16.3,7.3,11.8
04/1978,15.8,7.9,11.85
05/1978,19.3,10.1,14.7
06/1978,22.1,12.3,17.2
07/1978,30.7,15.6,23.15
08/1978,31,15.7,23.35
09/1978,31.4,18.7,25.05
10/1978,23,12.9,17.95
11/1978,17.2,9.6,13.4
12/1978,14,8.9,11.45
01/1979,12.8,7.2,10
02/1979,13.2,7.7,10.45
03/1979,13.6,6.2,9.9
04/1979,17.3,8.1,12.7
05/1979,21.8,10.8,16.3
06/1979,27.9,14.2,21.05
07/1979,29.9,16.8,23.35
08/1979,30.4,16,23.2
09/1979,27.3,14.8,21.05
10/1979,18.6,11.9,15.25
11/1979,17.4,8.6,13
12/1979,14.1,7.6,10.85
01/1980,13,6.2,9.6
02/1980,14.1,7,10.55
03/1980,14.7,7.7,11.2
04/1980,19.7,10.2,14.95
05/1980,20,11.1,15.55
06/1980,26,13.3,19.65
07/1980,29.7,15.4,22.55
08/1980,30.8,16.7,23.75
09/1980,29.7,16.4,23.05
10/1980,21.8,12.9,17.35
11/1980,16,8.1,12.05
12/1980,12.9,4.9,8.9
01/1981,14.8,5,9.9
02/1981,14.6,5.5,10.05
03/1981,17.3,9.2,13.25
04/1981,16.1,8.4,12.25
05/1981,20.1,9.9,15
06/1981,29.5,16.1,22.8
07/1981,31.2,17.2,24.2
08/1981,31.4,16.4,23.9
09/1981,27,16.4,21.7
10/1981,22.7,13.1,17.9
11/1981,22.2,12.4,17.3
12/1981,14.6,8.7,11.65
01/1982,13.5,6.9,10.2
02/1982,14,7.2,10.6
03/1982,17.7,7.9,12.8
04/1982,19.6,10.2,14.9
05/1982,23.2,11,17.1
06/1982,26.7,13.8,20.25
07/1982,27,14.8,20.9
08/1982,30.7,16.6,23.65
09/1982,26.5,16.4,21.45
10/1982,20.2,11.4,15.8
11/1982,15.6,9.1,12.35
12/1982,12.4,6.3,9.35
01/1983,14.3,5.5,9.9
02/1983,12.1,5,8.55
03/1983,18.7,9.1,13.9
04/1983,16.5,8.2,12.35
05/1983,18.6,9.6,14.1
06/1983,27.9,15.4,21.65
07/1983,26.5,15.1,20.8
08/1983,28.1,16.3,22.2
09/1983,30.1,17.6,23.85
10/1983,23.8,13.9,18.85
11/1983,17.5,12,14.75
12/1983,14.1,6.8,10.45
01/1984,12.2,6.1,9.15
02/1984,13.2,5.3,9.25
03/1984,13.8,6,9.9
04/1984,20,11.6,15.8
05/1984,16.6,8.9,12.75
06/1984,24.9,13.8,19.35
07/1984,30.3,15.2,22.75
08/1984,30.3,16.4,23.35
09/1984,27.7,15,21.35
10/1984,22.3,12.1,17.2
11/1984,15.5,9.6,12.55
12/1984,13.8,7.6,10.7
01/1985,11.5,4.1,7.8
02/1985,14.8,8.5,11.65
03/1985,15.1,6.8,10.95
04/1985,18.6,9.9,14.25
05/1985,19,10.1,14.55
06/1985,26.3,14.6,20.45
07/1985,30.3,16.2,23.25
08/1985,30.6,15.4,23
09/1985,31,17.6,24.3
10/1985,25.5,14.2,19.85
11/1985,16.3,8.7,12.5
12/1985,13.8,7.2,10.5
01/1986,12.4,5.5,8.95
02/1986,12.5,6.6,9.55
03/1986,15.4,7.2,11.3
04/1986,14.2,6.2,10.2
05/1986,24,11.6,17.8
06/1986,27.3,13.6,20.45
07/1986,32.3,17,24.65
08/1986,28.5,14.8,21.65
09/1986,25.9,16.5,21.2
10/1986,22.9,13.7,18.3
11/1986,17.4,9.2,13.3
12/1986,13.7,6.6,10.15
01/1987,12.5,5.4,8.95
02/1987,13.7,6.4,10.05
03/1987,18.4,9.5,13.95
04/1987,18.9,10.2,14.55
05/1987,23.2,12.1,17.65
06/1987,27.9,14.6,21.25
07/1987,30.6,17.3,23.95
08/1987,30.3,17.7,24
09/1987,30.3,18.9,24.6
10/1987,18.1,11.5,14.8
11/1987,16.1,9.5,12.8
12/1987,14.2,9,11.6
01/1988,12.7,7.3,10
02/1988,13.1,6.3,9.7
03/1988,18.2,8.3,13.25
04/1988,17.8,9.5,13.65
05/1988,19.6,11.1,15.35
06/1988,23,13.9,18.45
07/1988,28.7,15.6,22.15
08/1988,30.5,15.9,23.2
09/1988,30.2,16.9,23.55
10/1988,22.1,13.1,17.6
11/1988,17.1,11,14.05
12/1988,13.9,6,9.95
01/1989,13.8,5.9,9.85
02/1989,15.2,7.7,11.45
03/1989,18.3,8.6,13.45
04/1989,15.7,7.8,11.75
05/1989,23.2,13.1,18.15
06/1989,28,15.3,21.65
07/1989,33.5,18.9,26.2
08/1989,29.8,17.5,23.65
09/1989,27.2,15.7,21.45
10/1989,23.5,14.9,19.2
11/1989,16,10.4,13.2
12/1989,14,9.4,11.7
01/1990,12.4,6.1,9.25
02/1990,16.2,8.2,12.2
03/1990,17.9,8.6,13.25
04/1990,16.8,8.2,12.5
05/1990,23.5,12.6,18.05
06/1990,26,13.9,19.95
07/1990,32.5,18,25.25
08/1990,32,17.8,24.9
09/1990,27.7,16,21.85
10/1990,20.1,12.8,16.45
11/1990,15.6,8.1,11.85
12/1990,11.6,6.2,8.9
01/1991,12.1,5.2,8.65
02/1991,11.7,4.7,8.2
03/1991,15.4,7.8,11.6
04/1991,18,8.3,13.15
05/1991,24.2,11.8,18
06/1991,28.4,14.1,21.25
07/1991,31.3,17.9,24.6
08/1991,32.2,18.7,25.45
09/1991,28.1,16.9,22.5
10/1991,19.7,11.1,15.4
11/1991,16.2,8.5,12.35
12/1991,14.1,7,10.55
01/1992,11.7,3.2,7.45
02/1992,14.7,6,10.35
03/1992,18.9,8.1,13.5
04/1992,20.2,9.4,14.8
05/1992,24.2,13.2,18.7
06/1992,22.6,12.6,17.6
07/1992,32.2,16.9,24.55
08/1992,30.9,18.2,24.55
09/1992,27,13.9,20.45
10/1992,18.3,10.7,14.5
11/1992,17.9,10.2,14.05
12/1992,13,7.3,10.15
01/1993,13.5,5.3,9.4
02/1993,14.4,6.2,10.3
03/1993,16.6,7.4,12
04/1993,17,8.1,12.55
05/1993,18.7,10.2,14.45
06/1993,25.4,14.7,20.05
07/1993,31.7,16.9,24.3
08/1993,29.5,16.5,23
09/1993,22.5,13.3,17.9
10/1993,17.4,10.2,13.8
11/1993,15.1,8.6,11.85
12/1993,13.1,6.3,9.7
01/1994,12.5,5.3,8.9
02/1994,13.2,5.9,9.55
03/1994,19.7,9.5,14.6
04/1994,18.5,8.1,13.3
05/1994,20.5,11.3,15.9
06/1994,28.1,15,21.55
07/1994,29.8,14.6,22.2
08/1994,29.9,15.7,22.8
09/1994,24.9,14,19.45
10/1994,21.2,13.2,17.2
11/1994,17.8,10.6,14.2
12/1994,14.1,7.7,10.9
01/1995,13.4,7,10.2
02/1995,14.8,7.9,11.35
03/1995,18.3,8.9,13.6
04/1995,23.2,7.7,15.45
05/1995,26.5,12,19.25
06/1995,29,13.8,21.4
07/1995,33.1,16.6,24.85
08/1995,33.5,16.8,25.15
09/1995,26.2,13.8,20
10/1995,26.2,13.4,19.8
11/1995,18.2,11.3,14.75
12/1995,14.5,9,11.75
01/1996,12.6,7.9,10.25
02/1996,12.1,5.5,8.8
03/1996,15.8,8.6,12.2
04/1996,19.7,10.4,15.05
05/1996,20.7,11.6,16.15
06/1996,29.1,16.1,22.6
07/1996,31,16.9,23.95
08/1996,26,15.6,20.8
09/1996,24.9,15.1,20
10/1996,24.2,10.9,17.55
11/1996,18,7.7,12.85
12/1996,14.2,7.3,10.75
01/1997,12.4,6.1,9.25
02/1997,16.7,8.7,12.7
03/1997,23.2,11.7,17.45
04/1997,22.4,12.5,17.45
05/1997,20.8,12.1,16.45
06/1997,22.8,13.4,18.1
07/1997,28.6,16,22.3
08/1997,29.4,16.6,23
09/1997,28.5,16.9,22.7
10/1997,23,15.1,19.05
11/1997,16.2,10.5,13.35
12/1997,13.8,7.8,10.8
01/1998,13.1,6.7,9.9
02/1998,16.2,9.1,12.65
03/1998,20.2,9.8,15
04/1998,16.1,8.6,12.35
05/1998,21.2,11.8,16.5
06/1998,26.8,14.1,20.45
08/1998,32.7,18.8,25.75
09/1998,28.4,15.5,21.95
10/1998,23.9,10.5,17.2
11/1998,18,9.6,13.8
12/1998,14.8,5.8,10.3
01/1999,13.4,5.6,9.5
02/1999,14.6,5.2,9.9
03/1999,16.9,8.9,12.9
04/1999,20,10.1,15.05
05/1999,22.1,12.8,17.45
06/1999,27.9,14.5,21.2
07/1999,31.5,16.7,24.1
08/1999,29.4,16.2,22.8
09/1999,25,15.5,20.25
10/1999,20.3,12.9,16.6
11/1999,15.6,7.5,11.55
12/1999,12.9,7.2,10.05
01/2000,12.2,4.2,8.2
02/2000,17,8.2,12.6
03/2000,19.1,9.4,14.25
04/2000,15,8.6,11.8
05/2000,21.2,12.2,16.7
06/2000,28.4,15.6,22
07/2000,29.5,16.5,23
08/2000,30.6,16.8,23.7
09/2000,28.5,15.5,22
10/2000,21.8,8.6,15.2
11/2000,14.8,8.9,11.85
12/2000,13.6,8.3,10.95
01/2001,12.6,6.9,9.75
02/2001,15.1,7.8,11.45
03/2001,21.8,11.8,16.8
04/2001,19.5,9.7,14.6
05/2001,21.8,11.8,16.8
06/2001,28.9,15,21.95
07/2001,28.9,15.4,22.15
08/2001,30.3,16.7,23.5
09/2001,27.8,15.6,21.7
10/2001,21.4,14.3,17.85
11/2001,15.8,8.1,11.95
12/2001,12.1,5.5,8.8
01/2002,14.3,7.1,10.7
02/2002,16.1,7.3,11.7
03/2002,17.5,9.3,13.4
04/2002,19.2,9.4,14.3
05/2002,21,10.6,15.8
06/2002,27.6,13.8,20.7
07/2002,31.6,15.8,23.7
08/2002,29.6,15.7,22.65
09/2002,24.4,15.5,19.95
10/2002,21.4,13.9,17.65
11/2002,16.1,9.8,12.95
12/2002,14.2,8.5,11.35
01/2003,12.8,5.8,9.3
02/2003,12.8,5.7,9.25
03/2003,17.6,9.6,13.6
04/2003,18.1,9.7,13.9
05/2003,24.8,12.8,18.8
06/2003,29.5,15.7,22.6
07/2003,28.6,15,21.8
08/2003,33.3,19,26.15
09/2003,28.7,17.3,23
10/2003,20.1,12.9,16.5
11/2003,15.9,10.1,13
12/2003,13.2,6.6,9.9
01/2004,13.9,7.2,10.55
02/2004,14.6,6.8,10.7
03/2004,16,7.1,11.55
04/2004,19.8,9.5,14.65
05/2004,22,11.4,16.7
06/2004,32.6,17.4,25
07/2004,32.6,16.6,24.6
08/2004,30.8,16.9,23.85
09/2004,29.4,16,22.7
10/2004,22.5,12.9,17.7
11/2004,17.5,7.7,12.6
12/2004,13.4,5.5,9.45
02/2005,13.5,3,8.25
03/2005,15.5,6.5,11
04/2005,20.2,10.1,15.15
05/2005,23.9,12.8,18.35
06/2005,30.2,16.9,23.55
07/2005,31.1,16.9,24
08/2005,33.1,19.5,26.3
09/2005,28.2,16.2,22.2
10/2005,22.6,14.5,18.55
11/2005,15,7.9,11.45
12/2005,13,6.1,9.55
01/2006,11.5,4.5,8
02/2006,13.1,5.5,9.3
03/2006,15.8,8.7,12.25
04/2006,19.7,10.9,15.3
05/2006,25.2,13.3,19.25
06/2006,27.7,15.3,21.5
07/2006,31.9,17.9,24.9
08/2006,32.3,18.4,25.35
09/2006,28.7,16.5,22.6
10/2006,22.3,14.7,18.5
11/2006,18,12.1,15.05
12/2006,13.1,6,9.55
01/2007,13.1,5.3,9.2
02/2007,14.2,7.8,11
03/2007,16.7,7.6,12.15
04/2007,18.5,9.7,14.1
05/2007,21.9,12.1,17
06/2007,24.9,14.1,19.5
07/2007,30.2,16,23.1
08/2007,30.4,17.8,24.1
09/2007,28,16.2,22.1
10/2007,22.6,13.8,18.2
11/2007,18.5,9.1,13.8
12/2007,13.8,6,9.9
01/2008,12.9,6.8,9.85
02/2008,16.3,8.8,12.55
03/2008,16.6,7.7,12.15
04/2008,19.6,10.8,15.2
06/2008,29.2,15.8,22.5
07/2008,29.2,15.9,22.55
08/2008,29.5,15.6,22.55
09/2008,25.6,14.9,20.25
