date,tmax,tmin,tmed,year,precip,month
1921-12-01,19.1,13.5,16.3,1921,27.6,12
1922-01-01,17.8,12.4,15.1,1922,141.0,1
1922-02-01,17.4,12.4,14.9,1922,64.8,2
1922-03-01,17.2,11.8,14.5,1922,3.0,3
1922-04-01,19.0,13.5,16.25,1922,3.0,4
1922-05-01,20.2,15.3,17.75,1922,7.0,5
1922-06-01,22.0,17.6,19.8,1922,0.0,6
1922-07-01,24.8,19.7,22.25,1922,0.0,7
1922-08-01,26.7,20.7,23.7,1922,0.0,8
1922-09-01,25.3,19.8,22.55,1922,0.0,9
1922-10-01,24.5,18.4,21.45,1922,139.0,10
1922-11-01,21.3,15.8,18.55,1922,133.4,11
1922-12-01,19.1,13.6,16.35,1922,204.0,12
1923-01-01,17.4,12.4,14.9,1923,11.0,1
1923-02-01,18.3,12.8,15.55,1923,35.0,2
1923-03-01,20.2,14.4,17.3,1923,117.5,3
1923-04-01,20.1,14.4,17.25,1923,36.2,4
1923-05-01,20.7,15.8,18.25,1923,25.0,5
1923-06-01,22.2,17.5,19.85,1923,6.0,6
1923-07-01,24.1,19.6,21.85,1923,2.0,7
1923-08-01,26.3,20.6,23.45,1923,0.0,8
1923-09-01,25.2,19.3,22.25,1923,7.0,9
1923-10-01,24.0,18.6,21.3,1923,8.6,10
1923-11-01,21.2,15.8,18.5,1923,82.6,11
1923-12-01,19.2,13.7,16.45,1923,0.0,12
1924-01-01,18.9,13.3,16.1,1924,26.2,1
1924-02-01,16.8,11.9,14.35,1924,320.0,2
1924-03-01,18.6,14.3,16.45,1924,251.7,3
1924-04-01,19.3,14.0,16.65,1924,15.0,4
1924-05-01,20.7,15.6,18.15,1924,17.2,5
1924-06-01,21.8,17.0,19.4,1924,0.0,6
1924-07-01,24.1,18.9,21.5,1924,0.0,7
1924-08-01,24.1,19.4,21.75,1924,0.0,8
1924-09-01,24.1,19.1,21.6,1924,10.6,9
1924-10-01,23.2,18.0,20.6,1924,12.2,10
1924-11-01,21.0,15.6,18.3,1924,255.0,11
1924-12-01,19.6,14.6,17.1,1924,15.7,12
1925-01-01,18.9,14.2,16.55,1925,108.6,1
1925-02-01,18.1,12.4,15.25,1925,58.2,2
1925-03-01,17.3,12.7,15.0,1925,222.9,3
1925-04-01,18.7,13.7,16.2,1925,0.0,4
1925-05-01,20.0,15.3,17.65,1925,0.0,5
1925-06-01,20.6,16.8,18.7,1925,0.0,6
1925-07-01,22.2,17.8,20.0,1925,0.0,7
1925-08-01,23.7,19.3,21.5,1925,0.0,8
1925-09-01,24.8,19.5,22.15,1925,0.0,9
1925-10-01,23.2,18.3,20.75,1925,36.6,10
1925-11-01,21.0,16.1,18.55,1925,129.1,11
1925-12-01,20.5,16.1,18.3,1925,157.5,12
1926-01-01,18.4,13.6,16.0,1926,116.3,1
1926-02-01,20.0,14.4,17.2,1926,37.0,2
1926-03-01,19.2,14.0,16.6,1926,91.6,3
1926-04-01,19.5,14.9,17.2,1926,11.7,4
1926-05-01,20.3,15.9,18.1,1926,44.0,5
1926-06-01,21.9,18.2,20.05,1926,24.8,6
1926-07-01,24.0,19.5,21.75,1926,0.0,7
1926-08-01,24.8,20.7,22.75,1926,0.0,8
1926-09-01,25.2,20.6,22.9,1926,0.0,9
1926-10-01,24.4,19.8,22.1,1926,203.0,10
1926-11-01,21.3,16.4,18.85,1926,6.0,11
1926-12-01,19.2,15.1,17.15,1926,185.3,12
1927-01-01,19.0,14.3,16.65,1927,16.1,1
1927-02-01,18.0,13.5,15.75,1927,3.8,2
1927-03-01,18.3,14.0,16.15,1927,0.0,3
1927-04-01,19.0,14.7,16.85,1927,18.1,4
1927-05-01,20.5,16.7,18.6,1927,46.0,5
1927-06-01,22.2,18.4,20.3,1927,0.0,6
1927-07-01,23.7,19.8,21.75,1927,0.0,7
1927-08-01,25.0,20.8,22.9,1927,0.0,8
1927-09-01,24.4,20.0,22.2,1927,6.0,9
1927-10-01,23.5,19.4,21.45,1927,100.3,10
1927-11-01,21.9,17.3,19.6,1927,75.0,11
1927-12-01,20.0,16.8,18.4,1927,162.0,12
1928-01-01,18.6,15.5,17.05,1928,0.0,1
1928-02-01,19.3,14.9,17.1,1928,38.0,2
1928-03-01,20.4,15.2,17.8,1928,49.4,3
1928-04-01,20.6,15.9,18.25,1928,97.4,4
1928-05-01,21.4,16.8,19.1,1928,25.5,5
1928-06-01,23.5,18.5,21.0,1928,35.0,6
1928-07-01,23.9,19.4,21.65,1928,0.0,7
1928-08-01,24.4,19.9,22.15,1928,4.9,8
1928-09-01,24.3,20.1,22.2,1928,74.0,9
1928-10-01,23.0,18.7,20.85,1928,0.0,10
1928-11-01,21.2,16.1,18.65,1928,0.0,11
1928-12-01,19.6,14.3,16.95,1928,0.0,12
1929-01-01,20.0,15.2,17.6,1929,44.5,1
1929-02-01,18.6,15.0,16.8,1929,2.6,2
1929-03-01,18.8,14.0,16.4,1929,24.5,3
1929-04-01,18.6,14.4,16.5,1929,4.0,4
1929-05-01,19.5,15.4,17.45,1929,0.0,5
1929-06-01,21.3,17.5,19.4,1929,0.0,6
1929-07-01,23.5,18.8,21.15,1929,0.0,7
1929-08-01,23.7,20.1,21.9,1929,0.0,8
1929-09-01,24.2,19.9,22.05,1929,0.0,9
1929-10-01,24.1,19.4,21.75,1929,10.3,10
1929-11-01,21.5,13.6,17.55,1929,84.6,11
1929-12-01,20.2,15.4,17.8,1929,29.9,12
1930-01-01,19.3,14.1,16.7,1930,111.5,1
1930-02-01,17.9,13.0,15.45,1930,17.0,2
1930-03-01,18.6,13.8,16.2,1930,72.7,3
1930-04-01,18.9,13.8,16.35,1930,41.1,4
1930-05-01,20.8,16.0,18.4,1930,0.0,5
1930-06-01,21.8,17.4,19.6,1930,0.0,6
1930-07-01,23.8,19.2,21.5,1930,0.0,7
1930-08-01,25.3,20.4,22.85,1930,5.5,8
1930-09-01,25.5,20.7,23.1,1930,3.1,9
1930-10-01,25.5,19.6,22.55,1930,138.9,10
1930-11-01,22.8,16.7,19.75,1930,72.3,11
1930-12-01,20.1,13.6,16.85,1930,81.5,12
1931-01-01,18.8,13.5,16.15,1931,24.1,1
1931-02-01,18.6,12.6,15.6,1931,0.0,2
1931-03-01,19.4,13.8,16.6,1931,170.3,3
1931-04-01,18.9,13.6,16.25,1931,87.0,4
1931-05-01,21.3,15.6,18.45,1931,9.8,5
1931-06-01,22.4,17.5,19.95,1931,13.4,6
1931-07-01,23.5,18.4,20.95,1931,0.0,7
1931-08-01,24.6,19.4,22.0,1931,1.8,8
1931-09-01,24.7,18.8,21.75,1931,2.6,9
1931-10-01,24.2,18.6,21.4,1931,146.1,10
1931-11-01,22.5,16.4,19.45,1931,17.0,11
1931-12-01,19.9,13.5,16.7,1931,205.1,12
1932-01-01,19.5,13.8,16.65,1932,4.1,1
1932-02-01,18.9,13.3,16.1,1932,198.7,2
1932-03-01,19.1,13.5,16.3,1932,92.5,3
1932-04-01,19.6,13.6,16.6,1932,3.2,4
1932-05-01,20.3,15.2,17.75,1932,29.3,5
1932-06-01,22.0,17.3,19.65,1932,0.0,6
1932-07-01,23.2,18.7,20.95,1932,0.0,7
1932-08-01,24.8,19.5,22.15,1932,0.0,8
1932-09-01,24.5,19.3,21.9,1932,92.4,9
1932-10-01,23.3,17.4,20.35,1932,0.2,10
1932-11-01,21.3,15.9,18.6,1932,55.4,11
1932-12-01,19.4,13.9,16.65,1932,25.7,12
1933-01-01,18.3,12.8,15.55,1933,107.7,1
1933-02-01,18.8,13.1,15.95,1933,52.8,2
1933-03-01,19.1,13.9,16.5,1933,34.2,3
1933-04-01,20.6,14.4,17.5,1933,2.0,4
1933-05-01,21.0,15.8,18.4,1933,22.4,5
1933-06-01,21.9,17.1,19.5,1933,0.0,6
1933-07-01,23.4,18.4,20.9,1933,0.0,7
1933-08-01,24.4,19.4,21.9,1933,0.0,8
1933-09-01,24.6,18.6,21.6,1933,10.2,9
1933-10-01,23.7,16.5,20.1,1933,142.6,10
1933-11-01,21.0,13.0,17.0,1933,18.2,11
1933-12-01,19.0,10.9,14.95,1933,95.4,12
1934-01-01,18.2,10.5,14.35,1934,23.6,1
1934-02-01,17.7,9.9,13.8,1934,178.4,2
1934-03-01,18.5,10.5,14.5,1934,15.0,3
1934-04-01,18.6,11.7,15.15,1934,11.8,4
1934-05-01,20.0,12.9,16.45,1934,3.5,5
1934-06-01,22.3,15.5,18.9,1934,4.3,6
1934-07-01,23.4,17.3,20.35,1934,0.0,7
1934-08-01,24.0,17.1,20.55,1934,0.4,8
1934-09-01,24.6,17.4,21.0,1934,30.6,9
1934-10-01,23.6,16.9,20.25,1934,150.4,10
1934-11-01,20.7,14.3,17.5,1934,248.9,11
1934-12-01,20.8,13.9,17.35,1934,33.9,12
1935-01-01,19.2,11.8,15.5,1935,28.7,1
1935-02-01,18.0,11.1,14.55,1935,5.2,2
1935-03-01,19.1,12.1,15.6,1935,10.7,3
1935-04-01,21.1,13.0,17.05,1935,8.8,4
1935-05-01,20.6,13.7,17.15,1935,10.9,5
1935-06-01,21.9,15.4,18.65,1935,0.0,6
1935-07-01,23.5,17.6,20.55,1935,0.0,7
1935-08-01,23.5,17.3,20.4,1935,0.2,8
1935-09-01,24.4,17.5,20.95,1935,15.7,9
1935-10-01,23.0,15.7,19.35,1935,15.5,10
1935-11-01,21.4,14.8,18.1,1935,49.8,11
1935-12-01,19.9,13.6,16.75,1935,62.6,12
1936-01-01,19.8,13.4,16.6,1936,149.9,1
1936-02-01,18.6,12.6,15.6,1936,140.9,2
1936-03-01,18.8,12.6,15.7,1936,110.7,3
1936-04-01,19.4,12.5,15.95,1936,51.9,4
1936-05-01,19.2,13.1,16.15,1936,53.5,5
1936-06-01,21.4,15.4,18.4,1936,46.0,6
1936-07-01,23.6,18.3,20.95,1936,1.8,7
1936-08-01,24.0,18.2,21.1,1936,3.3,8
1936-09-01,25.2,18.9,22.05,1936,29.0,9
1936-10-01,23.1,17.1,20.1,1936,31.0,10
1936-11-01,20.9,15.0,17.95,1936,96.0,11
1936-12-01,19.1,14.2,16.65,1936,217.8,12
1937-01-01,18.8,13.2,16.0,1937,163.6,1
1937-02-01,19.8,13.6,16.7,1937,0.0,2
1937-03-01,19.0,13.5,16.25,1937,3.8,3
1937-04-01,20.6,15.1,17.85,1937,2.2,4
1937-05-01,20.9,15.4,18.15,1937,0.0,5
1937-06-01,22.2,17.4,19.8,1937,23.5,6
1937-07-01,24.3,19.0,21.65,1937,1.0,7
1937-08-01,25.2,20.1,22.65,1937,0.5,8
1937-09-01,25.0,19.6,22.3,1937,36.1,9
1937-10-01,23.0,17.5,20.25,1937,211.0,10
1937-11-01,21.6,17.1,19.35,1937,161.7,11
1937-12-01,19.5,13.8,16.65,1937,7.7,12
1938-01-01,18.5,12.4,15.45,1938,13.2,1
1938-02-01,18.6,13.8,16.2,1938,122.5,2
1938-03-01,19.1,13.7,16.4,1938,30.5,3
1938-04-01,20.3,14.9,17.6,1938,90.1,4
1938-05-01,20.6,15.1,17.85,1938,0.0,5
1938-06-01,22.0,17.4,19.7,1938,0.0,6
1938-07-01,23.5,18.1,20.8,1938,0.0,7
1938-08-01,24.0,18.9,21.45,1938,2.8,8
1938-09-01,23.9,18.5,21.2,1938,16.5,9
1938-10-01,23.3,17.5,20.4,1938,9.3,10
1938-11-01,22.3,16.8,19.55,1938,39.8,11
1938-12-01,19.6,14.1,16.85,1938,89.2,12
1939-01-01,18.6,14.2,16.4,1939,77.5,1
1939-02-01,19.1,13.8,16.45,1939,51.2,2
1939-03-01,18.3,13.1,15.7,1939,36.3,3
1939-04-01,19.6,14.4,17.0,1939,22.8,4
1939-05-01,21.0,15.8,18.4,1939,0.7,5
1939-06-01,22.1,17.6,19.85,1939,0.0,6
1939-07-01,24.0,19.6,21.8,1939,0.0,7
1939-08-01,24.2,19.6,21.9,1939,2.5,8
1939-09-01,25.6,21.0,23.3,1939,111.4,9
1939-10-01,23.0,17.8,20.4,1939,96.4,10
1939-11-01,21.5,15.3,18.4,1939,11.9,11
1939-12-01,19.3,14.3,16.8,1939,247.0,12
1940-01-01,18.4,13.6,16.0,1940,114.6,1
1940-02-01,18.6,13.2,15.9,1940,128.3,2
1940-03-01,19.3,14.3,16.8,1940,24.7,3
1940-04-01,19.4,14.6,17.0,1940,14.1,4
1940-05-01,20.2,15.6,17.9,1940,22.3,5
1940-06-01,21.7,17.3,19.5,1940,2.5,6
1940-07-01,23.3,18.8,21.05,1940,0.0,7
1940-08-01,26.4,20.8,23.6,1940,3.7,8
1940-09-01,24.5,19.6,22.05,1940,9.6,9
1940-10-01,23.2,18.0,20.6,1940,106.8,10
1940-11-01,22.8,16.6,19.7,1940,5.8,11
1940-12-01,19.0,13.9,16.45,1940,38.5,12
1941-01-01,18.2,13.6,15.9,1941,75.9,1
1941-02-01,18.3,13.4,15.85,1941,133.6,2
1941-03-01,18.5,13.4,15.95,1941,54.7,3
1941-04-01,19.0,14.0,16.5,1941,47.9,4
1941-05-01,19.7,15.2,17.45,1941,25.4,5
1941-06-01,22.2,18.0,20.1,1941,4.4,6
1941-07-01,24.4,19.6,22.0,1941,0.0,7
1941-08-01,24.2,19.7,21.95,1941,0.4,8
1941-09-01,24.4,19.7,22.05,1941,107.9,9
1941-10-01,24.0,18.7,21.35,1941,83.9,10
1941-11-01,21.8,17.0,19.4,1941,204.8,11
1941-12-01,19.4,14.6,17.0,1941,70.4,12
1942-01-01,18.2,12.7,15.45,1942,56.3,1
1942-02-01,17.7,12.6,15.15,1942,87.1,2
1942-03-01,18.6,14.1,16.35,1942,153.1,3
1942-04-01,19.4,14.6,17.0,1942,57.3,4
1942-05-01,20.0,15.5,17.75,1942,2.6,5
1942-06-01,21.6,18.1,19.85,1942,0.0,6
1942-07-01,23.0,18.5,20.75,1942,0.0,7
1942-08-01,24.3,19.0,21.65,1942,0.0,8
1942-09-01,24.1,19.1,21.6,1942,48.4,9
1942-10-01,23.8,17.7,20.75,1942,134.2,10
1942-11-01,20.3,15.2,17.75,1942,212.5,11
1942-12-01,19.5,14.8,17.15,1942,92.3,12
1943-01-01,19.0,13.7,16.35,1943,52.1,1
1943-02-01,18.3,13.0,15.65,1943,11.7,2
1943-03-01,17.8,12.7,15.25,1943,114.8,3
1943-04-01,19.3,14.5,16.9,1943,55.4,4
1943-05-01,20.1,15.7,17.9,1943,0.5,5
1943-06-01,22.9,18.3,20.6,1943,0.0,6
1943-07-01,24.0,19.1,21.55,1943,8.3,7
1943-08-01,25.7,20.4,23.05,1943,0.0,8
1943-09-01,24.3,19.2,21.75,1943,37.7,9
1943-10-01,22.6,17.9,20.25,1943,77.4,10
1943-11-01,20.9,15.0,17.95,1943,40.1,11
1943-12-01,19.0,14.1,16.55,1943,15.9,12
1944-01-01,18.6,13.7,16.15,1944,29.4,1
1944-02-01,18.3,12.9,15.6,1944,77.2,2
1944-03-01,18.0,13.8,15.9,1944,105.2,3
1944-04-01,21.2,15.5,18.35,1944,94.7,4
1944-05-01,20.7,16.0,18.35,1944,10.5,5
1944-06-01,21.4,18.0,19.7,1944,0.0,6
1944-07-01,23.5,19.5,21.5,1944,0.0,7
1944-08-01,24.8,20.6,22.7,1944,2.7,8
1944-09-01,24.2,19.7,21.95,1944,11.3,9
1944-10-01,23.1,17.8,20.45,1944,1.3,10
1944-11-01,21.1,15.6,18.35,1944,75.4,11
1944-12-01,19.0,13.5,16.25,1944,18.7,12
1945-01-01,16.9,12.4,14.65,1945,66.8,1
1945-02-01,18.8,12.5,15.65,1945,0.0,2
1945-03-01,20.0,13.6,16.8,1945,17.0,3
1945-04-01,20.7,14.9,17.8,1945,55.5,4
1945-05-01,20.6,15.7,18.15,1945,43.4,5
1945-06-01,22.6,18.0,20.3,1945,0.0,6
1945-07-01,23.3,18.8,21.05,1945,0.7,7
1945-08-01,23.3,19.0,21.15,1945,0.0,8
1945-09-01,23.6,19.1,21.35,1945,1.9,9
1945-10-01,23.7,18.5,21.1,1945,147.5,10
1945-11-01,21.6,16.7,19.15,1945,193.2,11
1945-12-01,20.3,15.8,18.05,1945,163.0,12
1946-01-01,18.9,13.5,16.2,1946,66.0,1
1946-02-01,19.3,13.1,16.2,1946,2.5,2
1946-03-01,18.3,12.9,15.6,1946,68.6,3
1946-04-01,18.9,14.0,16.45,1946,8.7,4
1946-05-01,19.9,15.2,17.55,1946,35.1,5
1946-06-01,21.7,17.7,19.7,1946,0.0,6
1946-07-01,23.2,18.5,20.85,1946,0.0,7
1946-08-01,23.8,19.6,21.7,1946,11.2,8
1946-09-01,25.5,19.6,22.55,1946,3.1,9
1946-10-01,23.2,18.5,20.85,1946,89.5,10
1946-11-01,20.9,15.8,18.35,1946,96.7,11
1946-12-01,19.5,14.2,16.85,1946,1.1,12
1947-01-01,18.6,13.1,15.85,1947,144.7,1
1947-02-01,18.3,13.4,15.85,1947,173.6,2
1947-03-01,19.3,14.5,16.9,1947,61.3,3
1947-04-01,20.6,14.8,17.7,1947,0.0,4
1947-05-01,19.8,15.2,17.5,1947,31.5,5
1947-06-01,22.7,17.8,20.25,1947,3.7,6
1947-07-01,23.0,19.1,21.05,1947,1.8,7
1947-08-01,24.5,19.8,22.15,1947,1.8,8
1947-09-01,24.6,19.5,22.05,1947,17.8,9
1947-10-01,23.5,18.6,21.05,1947,9.1,10
1947-11-01,24.1,18.5,21.3,1947,4.9,11
1947-12-01,20.5,15.9,18.2,1947,3.4,12
1948-01-01,20.4,15.4,17.9,1948,22.1,1
1948-02-01,19.8,14.1,16.95,1948,124.4,2
1948-03-01,20.5,14.7,17.6,1948,6.4,3
1948-04-01,18.9,14.0,16.45,1948,16.4,4
1948-05-01,20.4,15.7,18.05,1948,18.7,5
1948-06-01,22.4,18.2,20.3,1948,0.0,6
1948-07-01,23.2,19.1,21.15,1948,0.0,7
1948-08-01,24.6,19.9,22.25,1948,0.2,8
1948-09-01,24.5,19.8,22.15,1948,52.1,9
1948-10-01,23.8,18.8,21.3,1948,19.3,10
1948-11-01,23.3,17.7,20.5,1948,31.8,11
1948-12-01,20.9,16.0,18.45,1948,76.3,12
1949-01-01,19.7,14.0,16.85,1949,22.2,1
1949-02-01,20.2,14.1,17.15,1949,24.7,2
1949-03-01,19.0,12.7,15.85,1949,136.5,3
1949-04-01,20.3,14.5,17.4,1949,43.2,4
1949-05-01,19.9,14.2,17.05,1949,36.8,5
1949-06-01,23.3,17.1,20.2,1949,0.0,6
1949-07-01,25.4,18.7,22.05,1949,0.0,7
1949-08-01,27.0,20.2,23.6,1949,4.3,8
1949-09-01,26.0,19.1,22.55,1949,42.0,9
1949-10-01,24.9,18.3,21.6,1949,17.8,10
1949-11-01,23.5,16.5,20.0,1949,112.2,11
1949-12-01,20.0,14.2,17.1,1949,180.0,12
1950-01-01,18.5,12.4,15.45,1950,62.8,1
1950-02-01,19.1,13.1,16.1,1950,12.1,2
1950-03-01,19.5,13.1,16.3,1950,6.5,3
1950-04-01,19.8,13.7,16.75,1950,63.8,4
1950-05-01,20.8,14.7,17.75,1950,48.2,5
1950-06-01,22.0,16.3,19.15,1950,2.3,6
1950-07-01,25.1,18.5,21.8,1950,1.7,7
1950-08-01,26.0,19.2,22.6,1950,0.0,8
1950-09-01,25.5,19.0,22.25,1950,0.9,9
1950-10-01,23.7,17.3,20.5,1950,42.4,10
1950-11-01,22.2,16.6,19.4,1950,23.6,11
1950-12-01,20.2,13.9,17.05,1950,30.8,12
1951-01-01,20.0,13.1,16.55,1951,13.3,1
1951-02-01,18.7,12.5,15.6,1951,22.7,2
1951-03-01,20.8,14.7,17.75,1951,29.2,3
1951-04-01,20.0,14.4,17.2,1951,74.0,4
1951-05-01,20.5,14.8,17.65,1951,1.8,5
1951-06-01,23.0,17.2,20.1,1951,16.3,6
1951-07-01,24.1,18.2,21.15,1951,0.0,7
1951-08-01,25.4,18.9,22.15,1951,0.0,8
1951-09-01,25.8,18.9,22.35,1951,1.5,9
1951-10-01,24.0,17.6,20.8,1951,46.3,10
1951-11-01,21.9,15.9,18.9,1951,46.2,11
1951-12-01,20.1,14.1,17.1,1951,94.2,12
1952-01-01,18.7,12.5,15.6,1952,13.9,1
1952-02-01,18.2,12.9,15.55,1952,37.8,2
1952-03-01,19.4,13.8,16.6,1952,106.6,3
1952-04-01,19.2,13.0,16.1,1952,12.8,4
1952-05-01,20.4,14.7,17.55,1952,10.0,5
1952-06-01,23.3,17.2,20.25,1952,6.6,6
1952-07-01,24.9,18.5,21.7,1952,0.0,7
1952-08-01,25.1,19.3,22.2,1952,1.4,8
1952-09-01,25.2,18.2,21.7,1952,0.0,9
1952-10-01,25.5,18.8,22.15,1952,36.7,10
1952-11-01,22.3,15.8,19.05,1952,163.0,11
1952-12-01,20.7,14.2,17.45,1952,3.1,12
1953-01-01,19.2,14.0,16.6,1953,217.6,1
1953-02-01,18.4,12.2,15.3,1953,37.5,2
1953-03-01,19.2,13.2,16.2,1953,8.1,3
1953-04-01,19.9,14.6,17.25,1953,88.4,4
1953-05-01,21.5,15.6,18.55,1953,5.1,5
1953-06-01,22.5,16.9,19.7,1953,0.0,6
1953-07-01,24.3,18.6,21.45,1953,0.0,7
1953-08-01,25.8,19.2,22.5,1953,0.0,8
1953-09-01,26.2,19.5,22.85,1953,3.3,9
1953-10-01,23.4,17.5,20.45,1953,133.5,10
1953-11-01,21.8,16.0,18.9,1953,38.0,11
1953-12-01,19.5,13.2,16.35,1953,191.4,12
1954-01-01,18.2,12.7,15.45,1954,38.6,1
1954-02-01,17.8,11.7,14.75,1954,16.2,2
1954-03-01,18.5,12.9,15.7,1954,40.0,3
1954-04-01,18.8,12.6,15.7,1954,78.1,4
1954-05-01,20.4,14.8,17.6,1954,0.0,5
1954-06-01,22.0,16.7,19.35,1954,0.0,6
1954-07-01,23.5,17.2,20.35,1954,0.0,7
1954-08-01,24.3,18.2,21.25,1954,3.5,8
1954-09-01,24.9,18.1,21.5,1954,0.0,9
1954-10-01,25.1,17.7,21.4,1954,26.8,10
1954-11-01,21.5,15.8,18.65,1954,80.7,11
1954-12-01,20.2,14.4,17.3,1954,49.2,12
1955-01-01,19.7,13.9,16.8,1955,53.6,1
1955-02-01,19.6,13.5,16.55,1955,87.5,2
1955-03-01,18.6,13.0,15.8,1955,32.8,3
1955-04-01,20.2,13.9,17.05,1955,2.5,4
1955-05-01,22.5,15.9,19.2,1955,0.0,5
1955-06-01,23.5,17.7,20.6,1955,0.0,6
1955-07-01,24.2,18.2,21.2,1955,0.0,7
1955-08-01,25.4,19.1,22.25,1955,14.0,8
1955-09-01,25.9,19.4,22.65,1955,0.0,9
1955-10-01,23.6,17.6,20.6,1955,45.9,10
1955-11-01,21.8,16.4,19.1,1955,150.2,11
1955-12-01,21.1,14.6,17.85,1955,20.6,12
1956-01-01,18.7,12.8,15.75,1956,60.4,1
1956-02-01,17.5,12.7,15.1,1956,130.2,2
1956-03-01,18.6,12.0,15.3,1956,48.7,3
1956-04-01,18.9,13.2,16.05,1956,40.2,4
1956-05-01,20.9,14.6,17.75,1956,12.7,5
1956-06-01,21.4,16.1,18.75,1956,0.0,6
1956-07-01,23.5,17.5,20.5,1956,0.0,7
1956-08-01,25.5,18.7,22.1,1956,0.0,8
1956-09-01,24.0,17.5,20.75,1956,4.8,9
1956-10-01,24.7,17.5,21.1,1956,18.1,10
1956-11-01,20.5,15.5,18.0,1956,87.3,11
1956-12-01,19.5,13.4,16.45,1956,16.9,12
1957-01-01,18.3,11.7,15.0,1957,74.6,1
1957-02-01,18.7,12.3,15.5,1957,19.8,2
1957-03-01,19.1,12.9,16.0,1957,81.6,3
1957-04-01,19.4,13.0,16.2,1957,21.6,4
1957-05-01,20.3,14.1,17.2,1957,65.2,5
1957-06-01,22.1,15.9,19.0,1957,3.6,6
1957-07-01,25.4,18.4,21.9,1957,2.2,7
1957-08-01,25.4,18.8,22.1,1957,0.0,8
1957-09-01,26.8,19.3,23.05,1957,6.4,9
1957-10-01,23.9,17.3,20.6,1957,92.2,10
1957-11-01,21.7,15.2,18.45,1957,53.6,11
1957-12-01,19.2,12.9,16.05,1957,115.8,12
1958-01-01,18.7,13.0,15.85,1958,82.0,1
1958-02-01,19.3,13.6,16.45,1958,77.7,2
1958-03-01,19.6,13.6,16.6,1958,17.4,3
1958-04-01,20.2,13.2,16.7,1958,13.9,4
1958-05-01,21.1,14.9,18.0,1958,8.0,5
1958-06-01,22.0,16.7,19.35,1958,6.6,6
1958-07-01,23.7,17.6,20.65,1958,1.0,7
1958-08-01,24.9,18.6,21.75,1958,2.5,8
1958-09-01,25.5,18.8,22.15,1958,4.0,9
1958-10-01,25.5,18.8,22.15,1958,16.5,10
1958-11-01,22.2,15.1,18.65,1958,28.9,11
1958-12-01,19.9,13.5,16.7,1958,162.4,12
1959-01-01,18.5,13.2,15.85,1959,214.4,1
1959-02-01,18.5,12.2,15.35,1959,33.9,2
1959-03-01,18.7,12.1,15.4,1959,96.9,3
1959-04-01,19.4,13.1,16.25,1959,25.2,4
1959-05-01,20.1,14.0,17.05,1959,9.5,5
1959-06-01,21.6,15.8,18.7,1959,0.0,6
1959-07-01,22.9,17.5,20.2,1959,30.0,7
1959-08-01,24.7,18.0,21.35,1959,0.0,8
1959-09-01,25.2,18.7,21.95,1959,22.3,9
1959-10-01,24.1,17.8,20.95,1959,35.5,10
1959-11-01,21.2,14.6,17.9,1959,35.6,11
1959-12-01,20.3,13.6,16.95,1959,0.0,12
1960-01-01,19.2,13.1,16.15,1960,75.2,1
1960-02-01,18.9,13.5,16.2,1960,175.9,2
1960-03-01,19.2,13.3,16.25,1960,101.2,3
1960-04-01,20.1,13.2,16.65,1960,10.8,4
1960-05-01,20.8,15.2,18.0,1960,19.1,5
1960-06-01,21.9,16.6,19.25,1960,0.0,6
1960-07-01,23.9,17.9,20.9,1960,1.1,7
1960-08-01,25.0,18.8,21.9,1960,1.4,8
1960-09-01,25.5,18.8,22.15,1960,4.9,9
1960-10-01,23.9,18.0,20.95,1960,71.9,10
1960-11-01,22.4,16.1,19.25,1960,61.7,11
1960-12-01,19.5,13.5,16.5,1960,29.9,12
1961-01-01,19.0,13.0,16.0,1961,46.6,1
1961-02-01,20.6,13.0,16.8,1961,28.1,2
1961-03-01,21.7,14.5,18.1,1961,24.6,3
1961-04-01,21.1,15.6,18.35,1961,9.3,4
1961-05-01,22.4,16.1,19.25,1961,31.0,5
1961-06-01,22.4,16.8,19.6,1961,1.8,6
1961-07-01,24.5,18.1,21.3,1961,0.0,7
1961-08-01,27.0,19.3,23.15,1961,0.1,8
1961-09-01,25.8,18.9,22.35,1961,0.3,9
1961-10-01,23.9,17.5,20.7,1961,9.7,10
1961-11-01,21.8,15.8,18.8,1961,129.3,11
1961-12-01,21.4,14.4,17.9,1961,134.0,12
1962-01-01,18.9,12.4,15.65,1962,26.7,1
1962-02-01,19.1,12.9,16.0,1962,15.4,2
1962-03-01,19.0,13.8,16.4,1962,100.8,3
1962-04-01,19.7,13.1,16.4,1962,32.1,4
1962-05-01,20.8,14.8,17.8,1962,5.5,5
1962-06-01,21.8,16.6,19.2,1962,0.1,6
1962-07-01,24.0,18.1,21.05,1962,3.5,7
1962-08-01,25.5,18.8,22.15,1962,0.0,8
1962-09-01,25.2,19.0,22.1,1962,67.8,9
1962-10-01,23.3,17.4,20.35,1962,115.1,10
1962-11-01,20.7,14.8,17.75,1962,6.8,11
1962-12-01,19.7,14.6,17.15,1962,124.0,12
1963-01-01,18.7,13.0,15.85,1963,298.7,1
1963-02-01,18.4,12.0,15.2,1963,78.2,2
1963-03-01,19.7,13.5,16.6,1963,5.6,3
1963-04-01,19.5,13.5,16.5,1963,59.8,4
1963-05-01,20.0,14.0,17.0,1963,18.6,5
1963-06-01,21.2,15.9,18.55,1963,19.7,6
